csv_code,coefficient,ref_id,variable,survey_year,feature_group,question,abs_coefficient
Y4597406,0.0,Y45974.06,YASR-65A~000007,2020,substance/risk behavior,CHARGES R MOST RECENTLY CONVICTED OF - POSSESSION OF MARIJUANA OR,0.0
Y4526405,0.0,Y45264.05,Q13-3A.03~000006,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH,0.0
Y4526503,0.0,Y45265.03,Q13-3A.04~000004,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES,0.0
Y4526505,0.0,Y45265.05,Q13-3A.04~000006,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH,0.0
Y4526903,0.0,Y45269.03,Q13-3C.03~000010,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME,0.0
Y4596901,0.0,Y45969.01,YASR-61A-D~000002,2020,school/achievement,IN LAST YEAR R EVER GOTTEN INTO A PHYSICAL FIGHT AT SCHOOL OR WORK,0.0
Y4209300,0.0,Y42093.00,Q13-3D.02~000013,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT,0.0
Y4526603,0.0,Y45266.03,Q13-3A.05~000004,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES,0.0
Y4526605,0.0,Y45266.05,Q13-3A.05~000006,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH,0.0
Y4526703,0.0,Y45267.03,Q13-3C.01~000010,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME,0.0
Y4344800,0.0,Y43448.00,Q4-5AB,2020,school/achievement,IN LAST SCHOOL YEAR HOW OFTEN HAS R SEEN A STUDENT CARRY A WEAPON,0.0
Y4597500,0.0,Y45975.00,YASR-66,2020,prior delinquency/contact,EVER/SINCE DATE OF LAST INTERVIEW R BEEN SENTENCED TO A CORRECTIONS,0.0
Y4526804,0.0,Y45268.04,Q13-3C.02~000011,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER,0.0
Y4344700,0.0,Y43447.00,Q4-5AA,2020,school/achievement,HAS R EVER SEEN A STUDENT CARRY A WEAPON ON SCHOOL PROPERTY,0.0
Y4526803,0.0,Y45268.03,Q13-3C.02~000010,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME,0.0
Y4527103,0.0,Y45271.03,Q13-3C.05~000010,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME,0.0
Y4527104,0.0,Y45271.04,Q13-3C.05~000011,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER,0.0
Y4527200,0.0,Y45272.00,Q13-3D.01~000013,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT,0.0
Y4527300,0.0,Y45273.00,Q13-3D.02~000013,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT,0.0
Y4597400,0.0,Y45974.00,YASR-65A~000001,2020,prior delinquency/contact,CHARGES R MOST RECENTLY CONVICTED OF - ASSAULT,0.0
Y4276206,0.0,Y42762.06,YASR-65A~000007,2018,substance/risk behavior,CHARGES R MOST RECENTLY CONVICTED OF - POSSESSION OF MARIJUANA OR,0.0
Y4276207,0.0,Y42762.07,YASR-65A~000008,2018,substance/risk behavior,CHARGES R MOST RECENTLY CONVICTED OF - SELLING OF MARIJUANA OR,0.0
Y4597401,0.0,Y45974.01,YASR-65A~000002,2020,prior delinquency/contact,CHARGES R MOST RECENTLY CONVICTED OF - ROBBERY,0.0
Y4528701,0.0,Y45287.01,Q13-3G.01~000026,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL,0.0
Y4528801,0.0,Y45288.01,Q13-3G.02~000026,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL,0.0
Y4597402,0.0,Y45974.02,YASR-65A~000003,2020,prior delinquency/contact,CHARGES R MOST RECENTLY CONVICTED OF - THEFT,0.0
Y4597407,0.0,Y45974.07,YASR-65A~000008,2020,substance/risk behavior,CHARGES R MOST RECENTLY CONVICTED OF - SELLING OF MARIJUANA OR,0.0
Y4528901,0.0,Y45289.01,Q13-3G.03~000026,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL,0.0
Y4597600,0.0,Y45976.00,YASR-67,2020,prior delinquency/contact,EVER/SINCE DATE OF LAST INTERVIEW R BEEN ON PROBATION?,0.0
Y4529001,0.0,Y45290.01,Q13-3G.04~000026,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL,0.0
Y4529101,0.0,Y45291.01,Q13-3G.05~000026,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL,0.0
Y4526203,0.0,Y45262.03,Q13-3A.01~000004,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES,0.0
Y4526205,0.0,Y45262.05,Q13-3A.01~000006,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH,0.0
Y4526303,0.0,Y45263.03,Q13-3A.02~000004,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES,0.0
Y4526305,0.0,Y45263.05,Q13-3A.02~000006,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH,0.0
Y4526403,0.0,Y45264.03,Q13-3A.03~000004,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES,0.0
Y4597404,0.0,Y45974.04,YASR-65A~000005,2020,prior delinquency/contact,CHARGES R MOST RECENTLY CONVICTED OF - DESTRUCTION OF PROPERTY,0.0
Y1942104,0.0,Y19421.04,YASR-65A~000005,2006,prior delinquency/contact,CHARGES R MOST RECENTLY CONVICTED OF - DESTRUCTION OF PROPERTY,0.0
Y4209104,0.0,Y42091.04,Q13-3C.05~000011,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER,0.0
Y3249401,0.0,Y32494.01,Q13-3G.06~000026,2014,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL,0.0
Y2878403,0.0,Y28784.03,Q13-3F.06~000028,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO,0.0
Y2959800,0.0,Y29598.00,YASR-65A~000001,2012,prior delinquency/contact,CHARGES R MOST RECENTLY CONVICTED OF - ASSAULT,0.0
Y2959801,0.0,Y29598.01,YASR-65A~000002,2012,prior delinquency/contact,CHARGES R MOST RECENTLY CONVICTED OF - ROBBERY,0.0
Y2959802,0.0,Y29598.02,YASR-65A~000003,2012,prior delinquency/contact,CHARGES R MOST RECENTLY CONVICTED OF - THEFT,0.0
Y2958600,0.0,Y29586.00,YASR-60F,2012,school/achievement,HOW MANY TIMES IN LAST YEAR R DAMAGED SCHOOL PROPERTY ON PURPOSE,0.0
Y0672700,0.0,Y06727.00,YASR-67B,1996,prior delinquency/contact,YA SELF-REPORT: STILL ON PROBATION,0.0
C5700200,0.0,C57002.00,CSAS063,2012,substance/risk behavior,CHILD SELF-ADMIN: CHILD'S AGE WHEN FIRST USED MARIJUANA,0.0
Y3249301,0.0,Y32493.01,Q13-3G.05~000026,2014,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL,0.0
Y3246403,0.0,Y32464.03,Q13-3A.06~000004,2014,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES,0.0
Y2877800,0.0,Y28778.00,Q13-3E.06~000019,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT,0.0
Y3246405,0.0,Y32464.05,Q13-3A.06~000006,2014,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH,0.0
Y0378000,0.0,Y03780.00,YASR-65A~000008,1994,substance/risk behavior,YA SELF-REPORT: EVER CONVICTED OF SELLING MARIJUANA OR HASHISH?,0.0
Y0377900,0.0,Y03779.00,YASR-65A~000007,1994,substance/risk behavior,YA SELF-REPORT: EVER CONVICTED OF POSSESSION OF MARIJUANA OR,0.0
Y3247003,0.0,Y32470.03,Q13-3C.06~000010,2014,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME,0.0
Y3247004,0.0,Y32470.04,Q13-3C.06~000011,2014,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER,0.0
Y0379000,0.0,Y03790.00,YASR-67B,1994,prior delinquency/contact,YA SELF-REPORT: STILL ON PROBATION,0.0
Y3248200,0.0,Y32482.00,Q13-3E.06~000019,2014,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT,0.0
Y3248803,0.0,Y32488.03,Q13-3F.06~000028,2014,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO,0.0
Y2878303,0.0,Y28783.03,Q13-3F.05~000028,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO,0.0
Y2877700,0.0,Y28777.00,Q13-3E.05~000019,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT,0.0
Y4209103,0.0,Y42091.03,Q13-3C.05~000010,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME,0.0
Y2609701,0.0,Y26097.01,YASR-65A~000002,2010,prior delinquency/contact,CHARGES R MOST RECENTLY CONVICTED OF - ROBBERY,0.0
Y1942101,0.0,Y19421.01,YASR-65A~000002,2006,prior delinquency/contact,CHARGES R MOST RECENTLY CONVICTED OF - ROBBERY,0.0
Y1668807,0.0,Y16688.07,YASR-65A~000008,2004,substance/risk behavior,CHARGES R MOST RECENTLY CONVICTED OF - SELLING OF MARIJUANA OR,0.0
Y2258101,0.0,Y22581.01,YASR-65A~000002,2008,prior delinquency/contact,CHARGES R MOST RECENTLY CONVICTED OF - ROBBERY,0.0
Y2258102,0.0,Y22581.02,YASR-65A~000003,2008,prior delinquency/contact,CHARGES R MOST RECENTLY CONVICTED OF - THEFT,0.0
Y2258104,0.0,Y22581.04,YASR-65A~000005,2008,prior delinquency/contact,CHARGES R MOST RECENTLY CONVICTED OF - DESTRUCTION OF PROPERTY,0.0
Y1668801,0.0,Y16688.01,YASR-65A~000002,2004,prior delinquency/contact,CHARGES R MOST RECENTLY CONVICTED OF - ROBBERY,0.0
Y1417401,0.0,Y14174.01,YASR-65A~000002,2002,prior delinquency/contact,CHARGES R MOST RECENTLY CONVICTED OF - ROBBERY,0.0
Y2609700,0.0,Y26097.00,YASR-65A~000001,2010,prior delinquency/contact,CHARGES R MOST RECENTLY CONVICTED OF - ASSAULT,0.0
Y2609702,0.0,Y26097.02,YASR-65A~000003,2010,prior delinquency/contact,CHARGES R MOST RECENTLY CONVICTED OF - THEFT,0.0
Y2877200,0.0,Y28772.00,Q13-3D.06~000013,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT,0.0
Y2609707,0.0,Y26097.07,YASR-65A~000008,2010,substance/risk behavior,CHARGES R MOST RECENTLY CONVICTED OF - SELLING OF MARIJUANA OR,0.0
Y2879001,0.0,Y28790.01,Q13-3G.06~000026,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL,0.0
Y2876003,0.0,Y28760.03,Q13-3A.06~000004,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES,0.0
Y2876005,0.0,Y28760.05,Q13-3A.06~000006,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH,0.0
Y0970100,0.0,Y09701.00,YASR-67B,1998,prior delinquency/contact,YA SELF-REPORT: STILL ON PROBATION,0.0
Y2876603,0.0,Y28766.03,Q13-3C.06~000010,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME,0.0
Y2876604,0.0,Y28766.04,Q13-3C.06~000011,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER,0.0
Y2877100,0.0,Y28771.00,Q13-3D.05~000013,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT,0.0
Y3326201,0.0,Y33262.01,YASR-65A~000002,2014,prior delinquency/contact,CHARGES R MOST RECENTLY CONVICTED OF - ROBBERY,0.0
Y3326204,0.0,Y33262.04,YASR-65A~000005,2014,prior delinquency/contact,CHARGES R MOST RECENTLY CONVICTED OF - DESTRUCTION OF PROPERTY,0.0
C5971500,0.0,C59715.00,CSAS057B,2014,substance/risk behavior,CHILD SELF-ADMIN: CHILD'S AGE WHEN FIRST DRANK ALCOHOL MORE THAN,0.0
Y4208503,0.0,Y42085.03,Q13-3A.04~000004,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES,0.0
Y4210801,0.0,Y42108.01,Q13-3G.02~000026,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL,0.0
Y4210901,0.0,Y42109.01,Q13-3G.03~000026,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL,0.0
Y4211001,0.0,Y42110.01,Q13-3G.04~000026,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL,0.0
Y4211101,0.0,Y42111.01,Q13-3G.05~000026,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL,0.0
Y4208303,0.0,Y42083.03,Q13-3A.02~000004,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES,0.0
Y4208305,0.0,Y42083.05,Q13-3A.02~000006,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH,0.0
Y4208403,0.0,Y42084.03,Q13-3A.03~000004,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES,0.0
Y4208405,0.0,Y42084.05,Q13-3A.03~000006,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH,0.0
Y4208505,0.0,Y42085.05,Q13-3A.04~000006,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH,0.0
C5972100,0.0,C59721.00,CSAS063,2014,substance/risk behavior,CHILD SELF-ADMIN: CHILD'S AGE WHEN FIRST USED MARIJUANA,0.0
Y4208603,0.0,Y42086.03,Q13-3A.05~000004,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES,0.0
Y4208605,0.0,Y42086.05,Q13-3A.05~000006,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH,0.0
Y4208803,0.0,Y42088.03,Q13-3C.02~000010,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME,0.0
Y4208804,0.0,Y42088.04,Q13-3C.02~000011,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER,0.0
Y4208903,0.0,Y42089.03,Q13-3C.03~000010,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME,0.0
Y4208904,0.0,Y42089.04,Q13-3C.03~000011,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER,0.0
Y4209003,0.0,Y42090.03,Q13-3C.04~000010,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME,0.0
Y4209004,0.0,Y42090.04,Q13-3C.04~000011,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER,0.0
Y3671407,0.0,Y36714.07,YASR-65A~000008,2016,substance/risk behavior,CHARGES R MOST RECENTLY CONVICTED OF - SELLING OF MARIJUANA OR,0.0
Y3670804,0.0,Y36708.04,YASR-60B-J~000005,2016,school/achievement,HOW MANY TIMES IN LAST YEAR R DAMAGED SCHOOL PROPERTY ON PURPOSE,0.0
Y3671402,0.0,Y36714.02,YASR-65A~000003,2016,prior delinquency/contact,CHARGES R MOST RECENTLY CONVICTED OF - THEFT,0.0
Y3671401,0.0,Y36714.01,YASR-65A~000002,2016,prior delinquency/contact,CHARGES R MOST RECENTLY CONVICTED OF - ROBBERY,0.0
Y3326207,0.0,Y33262.07,YASR-65A~000008,2014,substance/risk behavior,CHARGES R MOST RECENTLY CONVICTED OF - SELLING OF MARIJUANA OR,0.0
Y3589701,0.0,Y35897.01,Q13-3G.05~000026,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL,0.0
Y3589801,0.0,Y35898.01,Q13-3G.06~000026,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL,0.0
C6052600,0.0,C60526.00,BPMIS22016,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL RAW SCORE TRICHOTOMOUS ITEMS -,0.0
Y3586703,0.0,Y35867.03,Q13-3A.05~000004,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES,0.0
Y3586803,0.0,Y35868.03,Q13-3A.06~000004,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES,0.0
Y3586805,0.0,Y35868.05,Q13-3A.06~000006,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH,0.0
Y3587303,0.0,Y35873.03,Q13-3C.05~000010,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME,0.0
Y3587304,0.0,Y35873.04,Q13-3C.05~000011,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER,0.0
Y3587403,0.0,Y35874.03,Q13-3C.06~000010,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME,0.0
Y3587404,0.0,Y35874.04,Q13-3C.06~000011,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER,0.0
Y3588000,0.0,Y35880.00,Q13-3D.06~000013,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT,0.0
Y3588500,0.0,Y35885.00,Q13-3E.05~000019,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT,0.0
Y3588600,0.0,Y35886.00,Q13-3E.06~000019,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT,0.0
Y3589103,0.0,Y35891.03,Q13-3F.05~000028,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO,0.0
Y3589203,0.0,Y35892.03,Q13-3F.06~000028,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO,0.0
Y3671400,0.0,Y36714.00,YASR-65A~000001,2016,prior delinquency/contact,CHARGES R MOST RECENTLY CONVICTED OF - ASSAULT,0.0
Y3247600,0.0,Y32476.00,Q13-3D.06~000013,2014,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT,0.0
