csv_code,mean_abs_shap_logit,mean_shap_logit,n_splits,mean_split_loss,ref_id,variable,survey_year,feature_group,question
Y0969700,0.0,0.0,0,,Y09697.00,YASR-65B,1998,prior delinquency/contact,YA SELF-REPORT: EVER BEEN CONVICTED OF ANYTHING IN ADULT COURT?
Y0969800,0.0,0.0,0,,Y09698.00,YASR-67,1998,prior delinquency/contact,YA SELF-REPORT: EVER BEEN ON PROBATION?
Y0970100,0.0,0.0,0,,Y09701.00,YASR-67B,1998,prior delinquency/contact,YA SELF-REPORT: STILL ON PROBATION
Y0970200,0.0,0.0,0,,Y09702.00,YASR-66,1998,prior delinquency/contact,YASR: EVER BEEN SENTENCED TO A CORRECTIONS INSTITUTION/JAIL/REFORM
Y0970800,0.0,0.0,0,,Y09708.00,YASR-66D,1998,prior delinquency/contact,YASR: EVER BEEN REFERRED TO COURT-RELATED COUNSELING BY
Y0970900,0.0,0.0,0,,Y09709.00,YASR-66E,1998,prior delinquency/contact,YA SELF-REPORT: NUMBER OF TIMES REFERRED TO COURT-RELATED
Y0971000,0.0,0.0,0,,Y09710.00,YASR-66F,1998,prior delinquency/contact,YA SELF-REPORT: AGE WHEN FIRST REFERRED TO COURT-RELATED COUNSELING
C1802100,0.0,0.0,0,,C18021.00,CS98LIK_09,1998,school/achievement,WHAT I AM LIKE/SPPC: SOME DO WELL AT CLASSWORK/OTHERS DO NOT DO SO
C1920500,0.0,0.0,0,,C19205.00,CS98022,1998,school/achievement,CHILD SELF-ADMIN: WHAT GRADE IN SCHOOL ARE YOU ATTENDING
C1927700,0.0,0.0,0,,C19277.00,CS98040E,1998,school/achievement,CHILD SELF-ADMIN: HOW OFTEN IN LAST YEAR DAMAGED SCHOOL PROPERTY ON
Y0971600,0.0,0.0,0,,Y09716.00,YASR-69B,1998,socioeconomic/work,YA SELF-REPORT: WAS VOLUNTEER WORK COURT ORDERED?
C1932800,0.0,0.0,0,,C19328.00,CS98057,1998,substance/risk behavior,CHILD SELF-ADMIN: CHILD'S AGE WHEN FIRST DRANK ALCOHOL
C1933400,0.0,0.0,0,,C19334.00,CS98063,1998,substance/risk behavior,CHILD SELF-ADMIN: CHILD'S AGE WHEN FIRST USED MARIJUANA
Y0954700,0.0,0.0,0,,Y09547.00,YASR-24A,1998,substance/risk behavior,YA SELF-REPORT:  HAVE YOU EVER USED MARIJUANA
Y0969000,0.0,0.0,0,,Y09690.00,YASR-65A~000007,1998,substance/risk behavior,YA SELF-REPORT: EVER CONVICTED OF POSSESSION OF MARIJUANA OR
Y1176900,0.0,0.0,0,,Y11769.00,YASR-66,2000,prior delinquency/contact,EVER/SINCE DATE OF LAST INTERVIEW R BEEN SENTENCED TO A CORRECTIONS
C2466400,0.0,0.0,0,,C24664.00,CSAS040E,2000,school/achievement,CHILD SELF-ADMIN: HOW OFTEN IN LAST YEAR DAMAGED SCHOOL PROPERTY ON
C2796400,0.0,0.0,0,,C27964.00,BPEXTR2004,2004,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL SCORE TRICHOTOMOUS ITEMS
C2765800,0.0,0.0,0,,C27658.00,CSAS040B,2002,prior delinquency/contact,CHILD SELF-ADMIN: HOW OFTEN IN LAST YEAR HURT SOMEONE BAD ENOUGH TO
Y1417400,0.0,0.0,0,,Y14174.00,YASR-65A~000001,2002,prior delinquency/contact,CHARGES R MOST RECENTLY CONVICTED OF - ASSAULT
Y1417401,0.0,0.0,0,,Y14174.01,YASR-65A~000002,2002,prior delinquency/contact,CHARGES R MOST RECENTLY CONVICTED OF - ROBBERY
Y1417402,0.0,0.0,0,,Y14174.02,YASR-65A~000003,2002,prior delinquency/contact,CHARGES R MOST RECENTLY CONVICTED OF - THEFT
Y1417404,0.0,0.0,0,,Y14174.04,YASR-65A~000005,2002,prior delinquency/contact,CHARGES R MOST RECENTLY CONVICTED OF - DESTRUCTION OF PROPERTY
Y1417600,0.0,0.0,0,,Y14176.00,YASR-67,2002,prior delinquency/contact,EVER/SINCE DATE OF LAST INTERVIEW R BEEN ON PROBATION?
Y1417500,0.0,0.0,0,,Y14175.00,YASR-66,2002,prior delinquency/contact,EVER/SINCE DATE OF LAST INTERVIEW R BEEN SENTENCED TO A CORRECTIONS
Y1255500,0.0,0.0,0,,Y12555.00,Q4-5AA,2002,school/achievement,HAS R EVER SEEN A STUDENT CARRY A WEAPON ON SCHOOL PROPERTY
Y1255600,0.0,0.0,0,,Y12556.00,Q4-5AB,2002,school/achievement,IN LAST SCHOOL YEAR HOW OFTEN HAS R SEEN A STUDENT CARRY A WEAPON
Y1416800,0.0,0.0,0,,Y14168.00,YASR-61B,2002,school/achievement,IN LAST YEAR R EVER GOTTEN INTO A PHYSICAL FIGHT AT SCHOOL OR WORK
C2573200,0.0,0.0,0,,C25732.00,SCHL-32,2002,school/achievement,SCHOOL: HOW MANY TIMES DID PARENTS ATTEND SCHOOL MEETING
C2589000,0.0,0.0,0,,C25890.00,MAT_GRD,2002,school/achievement,PIAT MATH: CHILD GRADE IN SCHOOL
C2759000,0.0,0.0,0,,C27590.00,CSAS020F,2002,school/achievement,CHILD SELF-ADMIN: HOW MUCH CHILD TELLS PARENTS ABOUT WHAT HOMEWORK
C2766100,0.0,0.0,0,,C27661.00,CSAS040E,2002,school/achievement,CHILD SELF-ADMIN: HOW OFTEN IN LAST YEAR DAMAGED SCHOOL PROPERTY ON
C2773300,0.0,0.0,0,,C27733.00,CSAS093,2002,school/achievement,CHILD SELF-ADMIN: HAS CHILD EVER HAD A SEX EDUCATION CLASS AT
Y1416200,0.0,0.0,0,,Y14162.00,YASR-60F,2002,school/achievement,HOW MANY TIMES IN LAST YEAR R DAMAGED SCHOOL PROPERTY ON PURPOSE
Y1417900,0.0,0.0,0,,Y14179.00,YASR-69B,2002,socioeconomic/work,WAS ANY OF VOLUNTEER WORK R HAS DONE COURT ORDERED?
C2769800,0.0,0.0,0,,C27698.00,CSAS056B,2002,substance/risk behavior,CHILD SELF-ADMIN: CHILD'S AGE WHEN FIRST DRANK ALCOHOL
C2770000,0.0,0.0,0,,C27700.00,CSAS057B,2002,substance/risk behavior,CHILD SELF-ADMIN: CHILD'S AGE WHEN FIRST DRANK ALCOHOL MORE THAN
C2770600,0.0,0.0,0,,C27706.00,CSAS063,2002,substance/risk behavior,CHILD SELF-ADMIN: CHILD'S AGE WHEN FIRST USED MARIJUANA
Y1417406,0.0,0.0,0,,Y14174.06,YASR-65A~000007,2002,substance/risk behavior,CHARGES R MOST RECENTLY CONVICTED OF - POSSESSION OF MARIJUANA OR
Y1417407,0.0,0.0,0,,Y14174.07,YASR-65A~000008,2002,substance/risk behavior,CHARGES R MOST RECENTLY CONVICTED OF - SELLING OF MARIJUANA OR
C3012800,0.0,0.0,0,,C30128.00,BPI-31,2004,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL
C2796300,0.0,0.0,0,,C27963.00,BPMIS22004,2004,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL RAW SCORE TRICHOTOMOUS ITEMS -
Y1415900,0.0,0.0,0,,Y14159.00,YASR-60C,2002,prior delinquency/contact,HOW MANY TIMES IN LAST YEAR R HURT SOMEONE BADLY ENOUGH TO NEED
C2760900,0.0,0.0,0,,C27609.00,CSAS024A,2002,peer/neighborhood,CHILD SELF-ADMIN: HAS CHILD EVER SEEN STUDENT CARRY A WEAPON ON
C2479400,0.0,0.0,0,,C24794.00,CSAS107C,2000,school/achievement,CHILD SELF-ADMIN: EVER HAD A CLASS/TRAINING PROGRAM ON WORD
C2521400,0.0,0.0,0,,C25214.00,NH6_112002,2002,family/home,# HOUSEHOLD MEMBERS AGED 6 - 11 IN HOUSEHOLD OF MOTHER
Y1177300,0.0,0.0,0,,Y11773.00,YASR-69B,2000,socioeconomic/work,WAS ANY OF VOLUNTEER WORK R HAS DONE COURT ORDERED?
C2472000,0.0,0.0,0,,C24720.00,CSAS057,2000,substance/risk behavior,CHILD SELF-ADMIN: CHILD'S AGE WHEN FIRST DRANK ALCOHOL
C2472600,0.0,0.0,0,,C24726.00,CSAS063,2000,substance/risk behavior,CHILD SELF-ADMIN: CHILD'S AGE WHEN FIRST USED MARIJUANA
Y1176806,0.0,0.0,0,,Y11768.06,YASR-65A~000007,2000,substance/risk behavior,CHARGES R MOST RECENTLY CONVICTED OF - POSSESSION OF MARIJUANA OR
Y1176807,0.0,0.0,0,,Y11768.07,YASR-65A~000008,2000,substance/risk behavior,CHARGES R MOST RECENTLY CONVICTED OF - SELLING OF MARIJUANA OR
C2740400,0.0,0.0,0,,C27404.00,BPI-31,2002,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL
C2525000,0.0,0.0,0,,C25250.00,BPMIS22002,2002,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL RAW SCORE TRICHOTOMOUS ITEMS -
C2525100,0.0,0.0,0,,C25251.00,BPEXTR2002,2002,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL SCORE TRICHOTOMOUS ITEMS
C2525600,0.0,0.0,0,,C25256.00,BPEXTP2002,2002,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL PERCENTILE SCORE TRICHOTOMOUS
C2525700,0.0,0.0,0,,C25257.00,BPEXTZ2002,2002,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL STANDARD SCORE TRICHOTOMOUS ITEMS
C2525900,0.0,0.0,0,,C25259.00,ANTI2002,2002,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL RAW SCORE
C2526000,0.0,0.0,0,,C25260.00,ANTIPX2002,2002,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL PERCENTILE SCORE - SAME SEX
C2526100,0.0,0.0,0,,C25261.00,ANTIP2002,2002,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL PERCENTILE SCORE - ALL CHILDREN
C2526200,0.0,0.0,0,,C25262.00,ANTIZX2002,2002,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - SAME SEX
C2526300,0.0,0.0,0,,C25263.00,ANTIZ2002,2002,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - ALL CHILDREN
C2737600,0.0,0.0,0,,C27376.00,BPI-04,2002,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES
C2737800,0.0,0.0,0,,C27378.00,BPI-06,2002,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH
C2738200,0.0,0.0,0,,C27382.00,BPI-10,2002,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME
C2738300,0.0,0.0,0,,C27383.00,BPI-11,2002,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER
C2738500,0.0,0.0,0,,C27385.00,BPI-13,2002,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT
C2739100,0.0,0.0,0,,C27391.00,BPI-19,2002,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT
C2740000,0.0,0.0,0,,C27400.00,BPI-28,2002,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO
C0008046,0.0,0.0,0,,C00080.46,CRES2002,2002,family/home,USUAL RESIDENCE OF CHILD
Y2019900,0.0,0.0,0,,Y20199.00,Q4-5AA,2008,school/achievement,HAS R EVER SEEN A STUDENT CARRY A WEAPON ON SCHOOL PROPERTY
